id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8447,8.8,0.29,0.49,2.1,0.073,6.0,21.0,0.99803,3.27,0.6,10.4,5.0
8448,9.6,0.58,0.17,2.6,0.0819999999999999,7.0,24.0,0.99888,3.18,0.55,10.1,7.0
8449,7.2,0.43,0.26,1.7,0.084,16.0,41.0,0.9976,3.31,0.63,9.5,5.0
8450,7.2,0.38,0.42,2.9,0.078,11.0,48.0,0.9991,3.22,0.74,9.5,6.0
8451,7.1,0.56,0.07,2.1,0.081,13.0,54.0,0.9984,3.39,0.52,9.4,5.0
8452,7.1,0.63,0.06,1.9,0.063,5.0,20.0,0.9968,3.41,0.62,9.5,4.0
8453,8.2,0.61,0.32,2.6,0.1009999999999999,24.0,131.0,0.99498,3.38,0.54,9.4,6.0
8454,8.6,0.52,0.4,2.6,0.0819999999999999,20.0,48.0,0.99668,3.32,0.84,9.4,6.0
8455,9.1,0.31,0.4,1.9,0.05,6.0,16.0,0.99704,3.35,0.57,10.9,5.0
8456,7.1,0.48,0.24,2.2,0.087,24.0,52.0,0.9962,3.31,0.83,9.8,6.0
8457,8.7,0.56,0.02,1.8,0.079,10.0,47.0,0.99498,3.39,0.61,9.5,6.0
8458,7.0,0.735,0.04,2.6,0.0579999999999999,8.0,18.0,0.99547,3.24,0.57,12.0,8.0
8459,7.2,0.38,0.31,1.9,0.084,4.0,14.0,0.99538,3.26,0.6,9.3,5.0
8460,8.9,0.34,0.24,2.1,0.085,11.0,89.0,0.9974,3.27,0.56,9.4,6.0
8461,8.3,0.5,0.1,3.1,0.068,7.0,18.0,0.997,3.33,0.52,11.5,6.0
8462,7.4,0.32,0.41,3.2,0.075,14.0,39.0,0.99668,3.21,0.68,9.5,6.0
8463,7.7,0.67,0.02,2.1,0.095,20.0,49.0,0.9988,3.2,0.52,9.5,6.0
8464,8.1,0.59,0.14,2.8,0.074,11.0,20.0,0.9976,3.36,0.69,9.8,6.0
8465,8.8,0.5,0.45,1.8,0.08,24.0,54.0,0.9966,3.21,0.57,9.0,5.0
8466,9.3,0.63,0.24,2.4,0.073,14.0,42.0,0.99498,3.21,0.54,9.1,5.0
8467,9.7,0.39,0.43,2.3,0.066,12.0,28.0,0.9994,3.31,0.53,9.4,5.0
8468,8.2,0.61,0.1,2.3,0.079,10.0,43.0,0.9965,3.21,0.62,9.4,5.0
8469,7.9,0.52,0.0,1.7,0.067,11.0,44.0,0.9978,3.53,0.64,9.9,5.0
8470,9.7,0.74,0.21,4.4,0.084,19.0,47.0,1.00242,3.32,0.52,9.9,5.0
8471,8.3,0.38,0.34,1.9,0.064,15.0,58.0,0.99592,3.15,0.69,10.4,5.0
8472,7.3,0.43,0.24,1.6,0.078,10.0,28.0,0.99738,3.2,0.65,9.3,5.0
8473,7.0,0.56,0.0,1.9,0.098,4.0,12.0,0.9986,3.6,0.65,11.8,6.0
8474,7.7,0.68,0.01,2.1,0.073,19.0,38.0,0.99688,3.33,0.81,11.4,7.0
8475,6.3,0.53,0.09,2.4,0.067,12.0,27.0,0.99458,3.44,0.61,9.5,5.0
8476,7.0,0.67,0.0,2.1,0.077,5.0,14.0,0.9966,3.55,0.53,9.7,6.0
8477,7.7,0.57,0.02,2.0,0.08,7.0,17.0,0.9983,3.37,0.61,9.8,5.0
8478,7.9,0.41,0.29,2.8,0.0819999999999999,18.0,38.0,0.9977,3.34,0.55,9.5,5.0
8479,6.9,0.6,0.02,2.3,0.083,20.0,49.0,0.9972,3.29,0.59,9.5,6.0
8480,7.0,0.695,0.07,2.2,0.071,37.5,102.0,0.9972,3.52,0.57,9.8,5.0
8481,9.4,0.32,0.42,3.4,0.085,5.0,13.0,0.9965,3.35,0.74,12.0,7.0
8482,7.7,0.3,0.23,2.3,0.073,11.0,31.0,0.99616,3.41,0.57,11.0,6.0
8483,8.3,0.6,0.0,2.0,0.085,11.0,46.0,0.9963,3.25,0.49,9.4,6.0
8484,7.1,0.46,0.01,1.8,0.0969999999999999,5.0,17.0,0.9962,3.36,0.56,9.8,5.0
8485,7.1,0.885,0.0,2.3,0.081,16.0,52.0,0.99552,3.6,0.6,9.3,5.0
8486,9.8,0.43,0.27,2.4,0.086,22.0,65.0,0.9958,3.19,0.53,9.2,5.0
8487,7.8,0.51,0.04,2.6,0.067,6.0,21.0,0.99648,3.42,0.62,9.5,5.0
8488,7.5,0.39,0.29,1.9,0.07,11.0,44.0,0.99523,3.37,0.66,9.7,5.0
8489,6.5,0.53,0.0,2.4,0.052,9.0,42.0,0.99768,3.44,0.72,11.3,7.0
8490,7.8,0.66,0.16,1.5,0.092,5.0,16.0,0.998,3.34,0.57,9.1,5.0
8491,7.6,0.42,0.3,1.6,0.084,4.0,10.0,0.9974,3.36,0.58,9.5,6.0
8492,8.5,0.31,0.33,2.5,0.0579999999999999,25.0,54.0,0.99564,3.42,0.54,9.8,5.0
8493,11.5,0.37,0.49,2.2,0.0819999999999999,7.0,28.0,1.0002,3.15,0.68,11.0,6.0
8494,6.8,0.49,0.11,1.8,0.0579999999999999,16.0,35.0,0.997,3.32,0.78,11.5,6.0
8495,10.3,0.34,0.55,2.1,0.107,6.0,19.0,0.99408,3.3,0.84,10.9,5.0
8496,6.2,0.48,0.03,2.2,0.063,12.0,46.0,0.9958,3.61,0.55,9.5,5.0
8497,11.7,0.44,0.66,1.9,0.08,7.0,35.0,1.00242,3.26,0.62,10.9,4.0
8498,7.7,0.43,0.22,1.8,0.054,14.0,31.0,0.9956,3.32,0.63,10.5,5.0
8499,8.4,0.3,0.4,2.3,0.092,6.0,22.0,0.9956,3.36,0.47,9.7,5.0
8500,7.5,0.28,0.39,2.3,0.088,12.0,47.0,0.9991,3.22,0.77,9.5,5.0
8501,10.3,0.35,0.49,2.1,0.067,6.0,15.0,0.9973,3.29,0.83,10.5,6.0
8502,10.0,0.56,0.14,2.5,0.091,7.0,20.0,0.99716,3.4,0.56,10.2,6.0
8503,7.6,0.33,0.49,2.1,0.076,19.0,50.0,0.99761,3.24,0.69,9.7,5.0
8504,6.9,0.65,0.0,1.9,0.076,19.0,58.0,0.99648,3.4,0.54,10.2,5.0
8505,8.1,0.39,0.14,2.6,0.062,7.0,16.0,0.99774,3.43,0.61,9.5,6.0
8506,7.0,0.6,0.22,2.1,0.083,5.0,15.0,0.9964,3.17,0.55,11.5,5.0
8507,6.6,0.61,0.08,2.8,0.0819999999999999,14.0,23.0,0.99572,3.22,0.57,10.0,6.0
8508,6.7,0.615,0.0,2.2,0.076,15.0,26.0,0.99633,3.36,0.93,10.1,7.0
8509,9.2,0.34,0.49,2.3,0.0969999999999999,11.0,27.0,0.99787,3.23,0.78,11.0,6.0
8510,7.0,1.02,0.0,2.3,0.075,10.0,27.0,0.9964,3.42,0.66,9.6,5.0
8511,6.8,0.65,0.01,1.4,0.068,8.0,19.0,0.9994,3.39,0.77,11.3,6.0
8512,8.8,0.43,0.25,1.8,0.072,18.0,66.0,0.9991,3.26,0.74,9.8,5.0
8513,8.4,0.6,0.14,2.5,0.078,12.0,31.0,0.99585,3.39,1.11,11.9,7.0
8514,11.6,0.31,0.49,2.3,0.092,12.0,48.0,0.9971,3.21,0.73,10.5,6.0
8515,6.9,0.58,0.0,1.3,0.077,29.0,61.0,0.9956,3.5,0.54,9.6,5.0
8516,7.4,0.44,0.15,2.0,0.073,25.0,44.0,0.997,3.27,0.54,9.7,6.0
8517,9.3,0.4,0.66,2.2,0.0579999999999999,13.0,45.0,0.99576,3.28,0.67,9.5,6.0
8518,7.3,0.32,0.34,1.9,0.068,13.0,45.0,0.9964,3.45,0.59,9.8,6.0
8519,7.2,0.54,0.01,2.5,0.081,4.0,7.0,0.9974,3.47,0.59,11.1,5.0
8520,7.2,0.36,0.43,2.6,0.078,6.0,23.0,0.9968,3.24,0.6,9.6,5.0
8521,7.3,0.5,0.19,1.9,0.076,8.0,28.0,0.9962,3.48,0.65,9.5,5.0
8522,8.2,0.59,0.29,2.0,0.081,5.0,16.0,0.9972,3.45,0.49,9.7,6.0
8523,7.3,0.645,0.1,1.5,0.095,23.0,47.0,0.99531,3.36,0.66,9.5,6.0
8524,7.2,0.67,0.02,2.1,0.076,15.0,40.0,0.9962,3.54,0.6,10.0,6.0
8525,7.8,0.4,0.14,2.6,0.057,4.0,14.0,0.99458,3.32,0.49,9.5,6.0
8526,7.5,0.37,0.33,1.9,0.07,6.0,12.0,0.9955,3.17,0.58,9.4,5.0
8527,6.6,0.67,0.01,2.8,0.092,25.0,99.0,0.99576,3.38,0.7,9.4,5.0
8528,10.0,0.5,0.59,2.2,0.122,15.0,26.0,0.997,3.17,1.06,11.3,7.0
8529,8.1,0.6,0.28,2.5,0.086,13.0,66.0,0.9972,3.3,0.48,9.8,6.0
8530,7.5,0.59,0.07,2.4,0.07,26.0,42.0,0.99566,3.21,0.56,9.6,5.0
8531,8.7,0.685,0.02,2.1,0.07,14.0,28.0,0.99668,3.41,0.52,10.6,4.0
8532,7.6,0.66,0.04,1.6,0.086,13.0,35.0,0.9976,3.36,0.76,10.5,5.0
8533,6.6,0.59,0.0,1.8,0.073,12.0,19.0,0.99656,3.52,0.63,11.7,7.0
8534,8.9,0.44,0.29,1.5,0.083,6.0,15.0,0.99568,3.34,0.55,11.1,6.0
8535,7.4,0.58,0.2,2.2,0.088,6.0,18.0,0.998,3.29,0.68,9.1,5.0
8536,9.3,0.31,0.48,2.4,0.095,10.0,19.0,0.9971,3.34,0.71,9.7,5.0
8537,7.3,0.52,0.24,2.1,0.08,11.0,44.0,0.9988,3.42,0.57,9.0,5.0
8538,9.9,0.36,0.49,2.3,0.07,27.0,84.0,0.9971,3.19,0.63,9.5,6.0
8539,10.5,0.38,0.4,2.0,0.075,5.0,13.0,0.99748,3.36,0.48,10.0,5.0
8540,9.0,0.36,0.33,2.3,0.072,11.0,22.0,0.9972,3.22,0.75,9.3,6.0
8541,10.4,0.53,0.0,2.6,0.099,6.0,16.0,0.99714,3.32,0.65,9.7,5.0
8542,9.1,0.6,0.31,2.5,0.077,24.0,47.0,0.9973,3.22,0.62,11.3,6.0
8543,7.2,0.58,0.03,1.8,0.0819999999999999,6.0,20.0,0.99586,3.45,0.54,9.3,5.0
8544,9.6,0.49,0.3,2.1,0.08,15.0,34.0,0.9964,3.3,0.59,10.5,7.0
8545,7.2,0.635,0.02,2.1,0.091,5.0,19.0,0.9987,3.39,0.54,11.3,6.0
8546,7.0,0.36,0.26,1.9,0.076,7.0,26.0,0.99546,3.45,0.56,11.4,7.0
8547,9.3,0.65,0.24,2.6,0.081,7.0,35.0,0.9973,3.31,0.56,10.5,7.0
8548,8.0,0.38,0.49,2.0,0.072,12.0,28.0,0.99498,3.38,0.76,9.8,5.0
8549,7.8,0.59,0.01,2.7,0.076,12.0,49.0,0.99572,3.32,0.74,9.4,5.0
8550,9.9,0.52,0.24,2.9,0.076,22.0,42.0,0.99642,3.15,0.63,9.6,5.0
8551,10.2,0.4,0.49,2.4,0.066,5.0,14.0,0.9972,3.2,0.59,11.5,6.0
8552,8.0,0.745,0.1,2.2,0.045,5.0,10.0,0.99546,3.33,0.56,9.5,5.0
8553,8.1,0.53,0.0,2.2,0.066,5.0,10.0,0.9976,3.46,0.68,9.5,6.0
8554,7.3,0.6,0.26,2.3,0.077,12.0,77.0,0.9988,3.28,0.55,9.2,5.0
8555,6.4,0.37,0.38,2.4,0.076,10.0,35.0,0.9963,3.39,0.69,11.8,6.0
8556,6.7,0.58,0.09,2.2,0.076,16.0,24.0,0.998,3.36,0.6,9.3,6.0
8557,7.9,0.58,0.0,2.1,0.064,9.0,23.0,0.99632,3.53,0.58,11.7,6.0
8558,6.4,0.57,0.02,1.8,0.08,25.0,65.0,0.99716,3.37,0.53,10.3,7.0
8559,7.1,0.33,0.32,1.8,0.079,20.0,49.0,0.99702,3.21,0.53,9.5,6.0
8560,7.5,0.59,0.0,2.1,0.056,5.0,22.0,0.99458,3.22,0.56,11.8,7.0
8561,7.6,0.58,0.21,2.3,0.092,7.0,44.0,0.9973,3.29,0.62,10.8,7.0
8562,7.2,0.31,0.49,2.2,0.079,9.0,22.0,0.9978,3.54,0.58,9.8,6.0
8563,7.0,0.46,0.25,1.9,0.064,16.0,42.0,0.9994,3.36,0.74,9.4,6.0
8564,6.6,0.59,0.0,1.9,0.08,5.0,23.0,0.9956,3.35,0.67,12.8,7.0
8565,12.5,0.39,0.49,1.9,0.081,27.0,45.0,0.9955,3.3,0.65,11.5,7.0
8566,7.0,0.66,0.0,2.4,0.074,18.0,42.0,0.99648,3.61,0.62,9.3,5.0
8567,6.3,0.41,0.31,2.2,0.065,6.0,15.0,0.99498,3.47,0.81,10.4,6.0
8568,6.9,0.53,0.02,2.1,0.087,12.0,50.0,0.9964,3.47,0.51,9.5,6.0
8569,7.8,0.48,0.21,1.8,0.0579999999999999,6.0,19.0,0.99736,3.19,0.58,9.9,5.0
8570,10.3,0.45,0.48,2.2,0.078,25.0,50.0,0.9972,3.36,0.57,10.5,6.0
8571,7.4,0.68,0.1,1.9,0.066,18.0,34.0,0.9964,3.3,0.65,9.7,6.0
8572,9.3,0.46,0.46,2.0,0.095,14.0,67.0,0.9981,3.17,0.7,9.5,5.0
8573,7.6,0.27,0.34,2.7,0.079,11.0,26.0,0.99652,3.2,0.57,9.5,5.0
8574,7.7,0.715,0.0,2.5,0.066,10.0,19.0,0.99623,3.45,0.62,9.2,6.0
8575,7.7,0.85,0.03,1.9,0.078,13.0,49.0,0.9986,3.36,0.66,9.7,5.0
8576,7.0,0.35,0.24,2.0,0.075,19.0,55.0,0.9982,3.22,0.73,9.2,6.0
8577,7.1,0.53,0.1,2.8,0.095,7.0,29.0,0.9971,3.45,0.76,9.5,5.0
8578,6.1,0.58,0.02,2.5,0.07,11.0,20.0,0.9962,3.51,0.59,9.7,6.0
8579,9.3,0.47,0.31,1.9,0.074,7.0,59.0,0.9982,3.28,0.63,9.3,5.0
8580,9.0,0.62,0.0,2.6,0.0819999999999999,6.0,22.0,0.9988,3.4,0.52,9.5,5.0
8581,7.3,0.43,0.32,2.6,0.092,21.0,42.0,0.9976,3.44,0.55,9.2,6.0
8582,8.3,0.59,0.22,2.0,0.059,10.0,19.0,0.99526,3.32,0.46,12.2,6.0
8583,7.0,0.62,0.07,2.5,0.054,14.0,29.0,0.997,3.44,0.55,9.6,6.0
8584,7.5,0.24,0.36,1.8,0.078,31.0,67.0,0.99498,3.4,0.56,9.2,5.0
8585,8.0,0.58,0.09,1.9,0.081,11.0,77.5,0.99572,3.24,0.54,9.0,5.0
8586,8.9,0.28,0.31,2.0,0.092,15.0,49.0,0.995,3.54,0.55,9.6,5.0
8587,7.1,0.46,0.07,2.3,0.079,13.0,31.0,0.99586,3.4,0.66,9.5,6.0
8588,11.9,0.42,0.66,2.0,0.092,17.0,50.0,0.9956,3.0,0.6,10.5,6.0
8589,8.2,0.39,0.49,2.1,0.083,8.0,20.0,0.9967,3.17,0.73,11.3,6.0
8590,7.4,0.58,0.02,1.8,0.08,16.0,72.0,0.9988,3.21,0.49,9.2,5.0
8591,8.8,0.28,0.44,2.2,0.105,11.0,18.0,0.995,3.3,0.76,11.2,6.0
8592,7.7,0.54,0.03,2.2,0.077,10.0,18.0,0.9982,3.34,0.87,9.8,5.0
8593,9.0,0.4,0.45,2.3,0.079,20.0,119.0,0.9968,3.32,0.66,9.5,6.0
8594,10.3,0.6,0.55,2.3,0.095,5.0,15.0,0.9972,3.37,0.62,9.5,5.0
8595,6.6,0.58,0.0,1.6,0.079,18.0,38.0,0.9966,3.53,0.54,11.7,7.0
8596,10.3,0.3,0.45,1.9,0.0819999999999999,10.0,31.0,0.9994,3.39,0.56,9.5,6.0
8597,7.4,0.56,0.04,2.0,0.076,35.0,91.0,0.9962,3.34,0.52,9.3,6.0
8598,8.4,0.27,0.33,2.4,0.077,12.0,48.0,0.99746,3.18,0.61,9.5,5.0
8599,7.2,0.68,0.21,2.6,0.074,21.0,94.0,0.99418,3.12,0.58,9.7,5.0
8600,9.0,0.45,0.45,2.1,0.107,11.0,49.0,0.9973,3.31,0.53,9.8,6.0
8601,8.0,0.36,0.24,2.7,0.064,6.0,13.0,0.9957,3.42,0.85,9.4,5.0
8602,7.1,0.47,0.1,2.1,0.086,5.0,18.0,0.9976,3.3,0.65,10.8,6.0
8603,8.5,0.59,0.15,2.0,0.0819999999999999,16.0,48.0,0.9988,3.17,0.59,10.0,4.0
8604,8.8,0.47,0.13,2.6,0.077,12.0,64.0,0.9961,3.31,0.48,9.7,6.0
8605,7.9,0.34,0.49,2.2,0.076,14.0,38.0,0.9962,3.36,1.21,9.5,5.0
8606,7.3,0.47,0.27,2.3,0.076,6.0,18.0,0.9958,3.26,0.55,9.8,5.0
8607,8.8,0.41,0.49,2.1,0.0969999999999999,11.0,47.0,0.9998,3.27,0.64,9.2,5.0
8608,7.5,0.61,0.14,2.4,0.085,28.0,58.0,0.99704,3.35,0.56,9.6,5.0
8609,7.1,0.61,0.04,2.1,0.078,6.0,15.0,0.9978,3.3,0.56,9.5,5.0
8610,6.2,0.66,0.16,1.9,0.0819999999999999,35.0,68.0,0.997,3.32,0.61,9.9,7.0
8611,7.7,0.645,0.0,2.3,0.074,12.0,65.0,0.9958,3.4,0.73,9.4,4.0
8612,8.9,0.57,0.27,2.3,0.098,9.0,27.0,0.9982,3.28,0.52,9.7,6.0
8613,12.5,0.31,0.49,2.2,0.068,6.0,11.0,0.99704,3.36,0.63,10.8,7.0
8614,7.7,0.58,0.02,2.1,0.078,9.0,22.0,0.99655,3.27,0.56,11.0,6.0
8615,8.8,0.69,0.09,2.1,0.077,13.0,28.0,0.99534,3.15,0.54,9.2,5.0
8616,7.0,0.78,0.0,1.7,0.061,10.0,21.0,0.9968,3.39,0.49,9.0,5.0
8617,7.6,0.56,0.04,2.0,0.0819999999999999,16.0,48.0,0.99668,3.39,0.6,9.4,6.0
8618,8.1,0.6,0.27,2.1,0.077,5.0,16.0,0.9977,3.38,0.61,10.2,5.0
8619,7.1,0.4,0.09,2.7,0.078,10.0,28.0,0.9966,3.34,0.86,9.6,6.0
8620,7.2,0.88,0.08,2.2,0.059,10.0,19.0,0.99642,3.44,0.53,11.6,6.0
8621,7.6,0.58,0.06,2.3,0.073,16.0,86.0,0.99743,3.37,0.54,9.2,5.0
8622,9.0,0.36,0.31,2.2,0.068,9.0,119.0,0.9966,3.4,0.57,9.9,5.0
8623,7.2,0.62,0.02,2.5,0.07,5.0,13.0,0.9983,3.21,0.55,9.4,6.0
8624,8.8,0.36,0.24,2.6,0.0819999999999999,5.0,27.0,0.9967,3.35,0.66,9.8,5.0
8625,7.9,0.28,0.66,2.6,0.07,12.0,31.0,0.9973,3.39,0.62,9.3,5.0
8626,6.7,0.31,0.37,2.0,0.077,5.0,18.0,0.99786,3.11,0.64,9.4,5.0
8627,7.7,0.34,0.46,1.4,0.081,11.0,35.0,0.99822,3.17,0.93,10.0,6.0
8628,7.6,0.725,0.15,3.3,0.07,10.0,23.0,0.99572,3.27,0.52,10.2,3.0
8629,7.7,0.39,0.43,2.2,0.078,19.0,38.0,0.9986,3.34,0.65,9.4,5.0
8630,9.1,0.56,0.31,1.7,0.08,6.0,32.0,0.9964,3.26,0.66,9.5,5.0
8631,9.1,0.59,0.24,2.3,0.073,35.0,86.0,0.9974,3.27,0.79,9.9,5.0
8632,7.9,0.43,0.0,1.9,0.06,13.0,42.0,0.9974,3.46,1.04,12.0,6.0
8633,7.0,0.52,0.02,2.5,0.077,30.0,58.0,0.99604,3.51,0.64,9.4,5.0
8634,6.9,0.24,0.04,1.9,0.415,15.0,29.0,0.9978,3.62,0.57,10.0,6.0
8635,9.9,0.43,0.4,2.1,0.0969999999999999,16.0,91.0,0.9972,3.12,0.59,9.2,5.0
8636,8.0,0.39,0.22,2.4,0.091,11.0,45.0,0.99642,3.15,0.55,10.5,5.0
8637,6.0,0.46,0.03,2.3,0.084,11.0,25.0,0.9973,3.45,0.54,9.3,4.0
8638,6.8,0.42,0.24,2.6,0.08,14.0,32.0,0.997,3.53,0.75,10.6,5.0
8639,7.8,0.64,0.2,1.9,0.072,40.0,54.0,0.9964,3.25,0.65,9.5,6.0
8640,7.7,0.69,0.04,2.7,0.059,18.0,44.0,0.9966,3.36,0.54,9.6,5.0
8641,7.2,0.43,0.16,2.3,0.07,14.0,86.0,0.9972,3.14,0.62,9.6,6.0
8642,6.1,0.58,0.0,1.8,0.078,15.0,48.0,0.9986,3.42,0.55,9.5,5.0
8643,7.1,0.51,0.0,2.4,0.08,28.0,52.0,0.99716,3.6,0.68,11.3,6.0
8644,9.6,0.6,0.3,2.3,0.074,7.0,12.0,0.9991,3.38,0.48,11.4,5.0
8645,8.9,0.34,0.45,1.8,0.065,10.0,19.0,0.99712,3.27,0.84,10.3,7.0
8646,8.0,0.52,0.23,2.3,0.1159999999999999,15.0,38.0,0.997,3.37,0.47,9.3,5.0
8647,9.3,0.57,0.04,1.8,0.096,6.0,23.0,0.9955,3.27,0.61,9.2,6.0
8648,6.8,0.36,0.03,1.9,0.077,4.0,28.0,0.9966,3.45,0.72,9.4,6.0
8649,8.2,0.45,0.34,2.0,0.074,15.0,31.0,0.99694,3.34,0.53,9.9,5.0
8650,9.5,0.36,0.43,1.9,0.079,8.0,20.0,0.99761,3.38,0.77,9.8,6.0
8651,7.6,0.57,0.02,2.5,0.075,21.0,62.0,0.9956,3.38,0.86,11.8,7.0
8652,8.6,0.645,0.08,1.8,0.084,21.0,44.0,0.9956,3.28,0.64,10.1,8.0
8653,9.2,0.51,0.22,2.7,0.078,9.0,29.0,0.99668,3.21,0.52,9.1,5.0
8654,6.5,0.58,0.02,2.0,0.077,6.0,13.0,0.99648,3.45,0.56,11.3,6.0
8655,7.8,0.69,0.0,2.0,0.078,6.0,15.0,0.9959,3.18,0.44,9.3,6.0
8656,6.6,0.44,0.29,1.8,0.081,6.0,14.0,0.99458,3.3,0.67,10.9,6.0
8657,9.0,0.55,0.24,2.0,0.079,19.0,50.0,0.9964,3.32,0.53,9.5,5.0
8658,7.7,0.59,0.22,2.3,0.095,5.0,40.0,0.9971,3.17,0.52,9.5,5.0
8659,11.9,0.39,0.49,2.2,0.074,13.0,49.0,1.0014,3.15,0.52,10.2,6.0
8660,9.1,0.35,0.49,2.8,0.095,19.0,34.0,0.99569,3.21,0.72,11.2,5.0
8661,7.8,0.48,0.4,1.8,0.074,5.0,13.0,0.995,3.2,0.65,14.0,6.0
8662,7.9,0.24,0.4,2.1,0.078,8.0,20.0,0.998,3.16,0.55,9.9,6.0
8663,7.4,0.4,0.0,2.0,0.091,5.0,13.0,0.9972,3.52,0.74,11.6,8.0
8664,9.9,0.42,0.23,2.1,0.078,7.0,18.0,0.9997,3.17,0.6,9.5,6.0
8665,9.6,0.39,0.43,1.6,0.076,7.0,20.0,0.99576,3.22,0.59,10.0,4.0
8666,7.6,0.49,0.24,2.2,0.073,5.0,15.0,0.99622,3.46,0.67,9.0,5.0
8667,8.3,0.43,0.4,2.1,0.088,13.0,20.0,0.99835,3.16,0.6,12.0,6.0
8668,8.4,0.55,0.0,2.2,0.077,7.0,17.0,0.99592,3.4,0.85,10.9,5.0
8669,8.1,0.59,0.03,2.1,0.073,19.0,65.0,0.9969,3.52,0.6,9.2,4.0
8670,10.1,0.31,0.5,2.3,0.068,27.0,38.0,0.99388,3.3,0.5,10.9,6.0
8671,6.0,0.69,0.0,2.5,0.068,21.0,119.0,0.9961,3.15,0.69,11.0,7.0
8672,7.5,0.36,0.32,2.1,0.0579999999999999,6.0,20.0,0.9987,3.43,0.54,9.3,6.0
8673,9.1,0.59,0.17,2.0,0.081,15.0,28.0,0.99592,3.22,0.57,11.1,6.0
8674,7.2,0.56,0.04,2.0,0.078,20.0,53.0,0.9988,3.45,0.55,9.5,5.0
8675,7.4,0.64,0.0,2.2,0.092,34.0,52.0,0.9968,3.32,0.69,12.6,7.0
8676,5.2,0.63,0.01,2.3,0.078,4.0,14.0,0.99408,3.52,0.82,11.9,6.0
8677,6.9,0.695,0.0,2.1,0.064,29.0,64.0,0.99714,3.56,0.67,9.7,5.0
8678,7.4,0.68,0.27,1.8,0.078,24.0,61.0,0.99572,3.32,0.59,11.3,7.0
8679,8.8,0.39,0.45,2.2,0.072,12.0,39.0,0.9984,3.17,0.77,9.6,6.0
8680,7.0,0.6,0.06,2.1,0.062,6.0,15.0,0.9959,3.43,0.66,10.3,5.0
8681,7.2,0.69,0.06,2.4,0.079,16.0,64.0,0.99622,3.41,0.46,10.6,5.0
8682,9.5,0.36,0.48,2.3,0.093,19.0,58.0,0.9976,3.32,0.55,9.5,5.0
8683,6.4,0.51,0.01,2.1,0.0819999999999999,11.0,25.0,0.99735,3.44,0.54,11.4,7.0
8684,7.5,0.56,0.49,2.2,0.07,20.0,47.0,0.99552,3.23,0.58,9.2,5.0
8685,6.3,0.6,0.02,2.2,0.039,17.0,40.0,0.9956,3.45,0.54,10.8,6.0
8686,7.6,0.54,0.22,2.2,0.08,14.0,45.0,0.996,3.38,0.52,9.4,5.0
8687,6.9,0.57,0.03,1.4,0.072,16.0,48.0,0.9948,3.54,0.78,11.2,7.0
8688,12.7,0.54,0.42,2.2,0.076,12.0,31.0,0.9986,3.31,0.72,9.2,6.0
8689,7.2,0.24,0.49,1.9,0.084,16.0,33.0,0.99562,3.15,0.62,10.3,5.0
8690,6.5,0.5,0.3,2.0,0.074,6.0,31.0,0.9982,3.41,0.57,9.8,5.0
8691,6.6,0.52,0.0,2.0,0.0559999999999999,6.0,21.0,0.9947,3.52,0.49,12.5,6.0
8692,8.6,0.4,0.4,4.5,0.111,10.0,28.0,0.9994,3.2,0.6,11.2,5.0
8693,7.8,0.56,0.07,2.5,0.065,14.0,48.0,0.9977,3.18,0.62,9.8,5.0
8694,8.5,0.63,0.24,1.6,0.086,14.0,66.0,0.9974,3.29,0.55,10.1,6.0
8695,8.9,0.53,0.15,2.2,0.072,6.0,31.0,0.99632,3.28,0.62,9.4,5.0
8696,7.7,0.735,0.05,2.0,0.076,21.0,112.0,0.99626,3.34,0.53,9.2,6.0
8697,6.4,0.43,0.3,1.8,0.092,8.0,18.0,0.9955,3.33,0.65,10.8,6.0
8698,8.8,0.5,0.05,2.8,0.054,27.0,58.0,0.9967,3.38,0.56,10.8,5.0
8699,7.6,0.635,0.18,2.3,0.077,17.0,46.0,0.997,3.37,0.51,9.7,6.0
8700,7.8,0.46,0.15,2.2,0.088,16.0,86.0,0.9987,3.19,0.55,9.9,5.0
8701,7.5,0.59,0.1,2.1,0.077,11.0,20.0,0.9996,3.38,0.54,9.6,4.0
8702,7.1,0.59,0.02,2.6,0.076,6.0,28.0,0.9988,3.35,0.52,9.7,6.0
8703,7.4,0.57,0.03,1.6,0.099,26.0,54.0,0.997,3.41,0.56,11.3,5.0
8704,7.1,0.32,0.45,2.6,0.067,6.0,23.0,0.99668,3.35,0.75,11.0,7.0
8705,7.3,0.36,0.34,2.9,0.07,7.0,16.0,0.99774,3.37,0.55,10.4,6.0
8706,7.2,0.41,0.27,1.9,0.078,17.0,84.0,0.99484,3.18,0.5,9.8,6.0
8707,7.9,0.59,0.03,2.3,0.067,6.0,19.0,0.99735,3.35,0.58,9.2,5.0
8708,7.8,0.645,0.01,1.8,0.075,11.0,20.0,0.99633,3.36,0.49,9.4,4.0
8709,7.9,0.5,0.23,2.6,0.092,5.0,20.0,0.99636,3.34,0.7,10.9,6.0
8710,10.3,0.4,0.44,2.2,0.074,8.0,19.0,1.0002,3.26,0.71,11.8,6.0
8711,8.4,0.5,0.24,1.4,0.071,6.0,16.0,0.99418,3.2,0.59,10.2,5.0
